Bit 1 [1, 2, 4, 6]
Bit 91 [1270528664148057972001645718, 3069410283734626183964435606, 5854775372126731802487465110, 8021170440876147283560932502]
Bit 92 [3069410283734626183964435606, 5854775372126731802487465110, 11174048978431100171194639510, 15758295686409774001680458902]
Bit 93 [3069410283734626183964435606, 15758295686409774001680458902, 25661816000692816200873452694, 35565336314975858400066446486]
Bit 94 [15758295686409774001680458902, 25661816000692816200873452694, 42683491540866794980736410774, 65275897257824984997645427862]
Bit 95 [15758295686409774001680458902, 65275897257824984997645427862, 104889978514957153794417403030, 144504059772089322591189378198]
Bit 96 [15758295686409774001680458902, 144504059772089322591189378198, 223732222286353660184733328534, 302960384800617997778277278870]
Bit 97 [144504059772089322591189378198, 223732222286353660184733328534, 332670945743467124375856260246, 540644872343411010558909129878]
Bit 98 [144504059772089322591189378198, 540644872343411010558909129878, 857557522400468360933084931222, 1174470172457525711307260732566]
Bit 99 [144504059772089322591189378198, 1174470172457525711307260732566, 1808295472571640412055612335254, 2442120772685755112803963937942]
Bit 100 [144504059772089322591189378198, 2442120772685755112803963937942, 3709771372913984514300667143318, 4977421973142213915797370348694]
Bit 101 [144504059772089322591189378198, 4977421973142213915797370348694, 7512723173598672718790776759446, 10048024374055131521784183170198]
Bit 102 [4977421973142213915797370348694, 7512723173598672718790776759446, 10285708861597924534564815021206, 17653927975424507930764402402454]
Bit 103 [4977421973142213915797370348694, 17653927975424507930764402402454, 27795132777250343142738028045462, 37936337579076178354711653688470]
Bit 104 [17653927975424507930764402402454, 27795132777250343142738028045462, 45542241180445554763691872920726, 68359951984553683990632530617494]
Bit 105 [17653927975424507930764402402454, 68359951984553683990632530617494, 108924771191857024838527033189526, 149489590399160365686421535761558]
Bit 106 [17653927975424507930764402402454, 149489590399160365686421535761558, 230619228813767047382210540905622, 311748867228373729077999546049686]
Bit 107 [17653927975424507930764402402454, 311748867228373729077999546049686, 474008144057587092469577556337814, 636267420886800455861155566625942]
Bit 108 [311748867228373729077999546049686, 474008144057587092469577556337814, 666691035292277961497076443554966, 1123045251374440546035889597490326]
Bit 109 [474008144057587092469577556337814, 666691035292277961497076443554966, 1609823081862080636210623628354710, 1964765249925984868629700525859990]
Bit 110 [474008144057587092469577556337814, 1964765249925984868629700525859990, 3262839464559691775762324608165014, 4560913679193398682894948690470038]
Bit 111 [474008144057587092469577556337814, 4560913679193398682894948690470038, 7157062108460812497160196855080086, 9753210537728226311425445019690134]
Bit 112 [474008144057587092469577556337814, 9753210537728226311425445019690134, 14945507396263053939955941348910230, 20137804254797881568486437678130326]
Bit 113 [9753210537728226311425445019690134, 14945507396263053939955941348910230, 21243195578196897606591562873218198, 35714694830402364454077926665790614]
Bit 114 [14945507396263053939955941348910230, 21243195578196897606591562873218198, 51291585406006847339669415653450902, 62781570446475518634835533506978966]
Bit 115 [14945507396263053939955941348910230, 62781570446475518634835533506978966, 104319945314754139663079504140739734, 145858320183032760691323474774500502]
Bit 116 [14945507396263053939955941348910230, 145858320183032760691323474774500502, 228935069919590002747811416042022038, 312011819656147244804299357309543574]
Bit 117 [145858320183032760691323474774500502, 228935069919590002747811416042022038, 347252506342492022165907706418996374, 561242068865818970973763181112108182]
Bit 118 [228935069919590002747811416042022038, 347252506342492022165907706418996374, 810472318075490697143227004914672790, 1011866504234949958617811236559168662]
Bit 119 [228935069919590002747811416042022038, 1011866504234949958617811236559168662, 1676480502127407895069714766699340950, 2341094500019865831521618296839513238]
Bit 120 [228935069919590002747811416042022038, 2341094500019865831521618296839513238, 3670322495804781704425425357119857814, 4999550491589697577329232417400202390]
Bit 121 [2341094500019865831521618296839513238, 3670322495804781704425425357119857814, 5545847053059253494363039657163400342, 8987234478944445196040653598241236118]
Bit 122 [2341094500019865831521618296839513238, 8987234478944445196040653598241236118, 14304146462084108687655881839362614422, 19621058445223772179271110080483992726]
Bit 123 [8987234478944445196040653598241236118, 14304146462084108687655881839362614422, 23608742432578519797982531261325026454, 35571794394642762654116794803848127638]
Bit 124 [14304146462084108687655881839362614422, 23608742432578519797982531261325026454, 51522530344061753128962479527212262550, 66144038297695827730904357190296052886]
Bit 125 [23608742432578519797982531261325026454, 51522530344061753128962479527212262550, 99374738192318724553499533697304667286, 136593122074296368994806131385154315414]
Bit 126 [23608742432578519797982531261325026454, 136593122074296368994806131385154315414, 221663713804530984860649783243096368278, 306734305534765600726493435101038421142]
Bit 127 [23608742432578519797982531261325026454, 306734305534765600726493435101038421142, 476875488995234832458180738816922526870, 647016672455704064189868042532806632598]
Bit 128 [306734305534765600726493435101038421142, 476875488995234832458180738816922526870, 704173476274455446724731746124861449366, 1157440222837111759384929953680458949782]
Bit 129 [306734305534765600726493435101038421142, 1157440222837111759384929953680458949782, 1838004956678988686311679168543995372694, 2518569690520865613238428383407531795606]
Bit 130 [1157440222837111759384929953680458949782, 1838004956678988686311679168543995372694, 3028993240902273308433490294555184112790, 4560263892046496394018676027998141064342]
Bit 131 [1838004956678988686311679168543995372694, 3028993240902273308433490294555184112790, 6601958093572127174798923672588750333078, 8473511111637288723847484013463475496086]
Bit 132 [3028993240902273308433490294555184112790, 6601958093572127174798923672588750333078, 12727040698149019517139666606360578139286, 17490993835042158005626911110405333099670]
Bit 133 [6601958093572127174798923672588750333078, 12727040698149019517139666606360578139286, 24807064723842334970089465170188349645974, 34505112181089081178795641481993743672470]
Bit 134 [12727040698149019517139666606360578139286, 24807064723842334970089465170188349645974, 50158101059452250498110873423855081399446, 68363207689722458293401414921454680712342]
Bit 135 [12727040698149019517139666606360578139286, 68363207689722458293401414921454680712342, 111919350655602581616713364672721011778710, 155475493621482704940025314423987342845078]
Bit 136 [68363207689722458293401414921454680712342, 111919350655602581616713364672721011778710, 186951612561669512810387465611425902404758, 286143922519123074909961163677786336044182]
Bit 137 [111919350655602581616713364672721011778710, 186951612561669512810387465611425902404758, 416812351416763444879897012931585329243286, 535400756288710499396883063621556550935702]
Bit 138 [186951612561669512810387465611425902404758, 416812351416763444879897012931585329243286, 808817638109684554789704560692982308840598, 1113710638870845418052888208951846626305174]
Bit 139 [186951612561669512810387465611425902404758, 1113710638870845418052888208951846626305174, 1810608926324927391225879404972107923367062, 2507507213779009364398870600992369220428950]
Bit 140 [1113710638870845418052888208951846626305174, 1810608926324927391225879404972107923367062, 2974544762377997405502352249692471090652310, 4598202076141255283917844189053153111614614]
Bit 141 [1810608926324927391225879404972107923367062, 2974544762377997405502352249692471090652310, 6688896938503501203436817777113937002800278, 8549731062010653190886281817854561467147414]
Bit 142 [2974544762377997405502352249692471090652310, 6688896938503501203436817777113937002800278, 12960981525590238961993738541296288676357270, 17839269537768812774204676913438117755790486]
Bit 143 [2974544762377997405502352249692471090652310, 17839269537768812774204676913438117755790486, 28989642137034124344972536049762298508780694, 40140014736299435915740395186086479261770902]
Bit 144 [2974544762377997405502352249692471090652310, 40140014736299435915740395186086479261770902, 62440759934830059057276113458734840767751318, 84741505133360682198811831731383202273731734]
Bit 145 [40140014736299435915740395186086479261770902, 62440759934830059057276113458734840767751318, 92177525556500489971645225340285917114573974, 151643740728952551623418986549328286791672982]
Bit 146 [40140014736299435915740395186086479261770902, 151643740728952551623418986549328286791672982, 240846721523075044189561859639921732815594646, 330049702317197536755704732730515178839516310]
Bit 147 [40140014736299435915740395186086479261770902, 330049702317197536755704732730515178839516310, 508455663905442521887990478911702070887359638, 686861625493687507020276225092888962935202966]
Bit 148 [330049702317197536755704732730515178839516310, 508455663905442521887990478911702070887359638, 753763861089279376444883379910834047453144214, 1222079510258422462417133463636449639078732950]
Bit 149 [508455663905442521887990478911702070887359638, 753763861089279376444883379910834047453144214, 1757297395023157417813990702180010315222262934, 2181011553795239257503169349360329183835890838]
Bit 150 [753763861089279376444883379910834047453144214, 1757297395023157417813990702180010315222262934, 3362951049317362284004562417810692343652852886, 4611792780435077179930562641079000587987756182]
Bit 151 [753763861089279376444883379910834047453144214, 4611792780435077179930562641079000587987756182, 7466288165846996942047134579977990860753249430, 10320783551258916704163706518876981133518742678]
Bit 152 [4611792780435077179930562641079000587987756182, 7466288165846996942047134579977990860753249430, 12171745402736958424911171135506795138515117206, 18884269707494675990513422335573951951815222422]
Bit 153 [4611792780435077179930562641079000587987756182, 18884269707494675990513422335573951951815222422, 30302251249142355038979710091169913042877195414, 41720232790790034087445997846765874133939168406]
Bit 154 [4611792780435077179930562641079000587987756182, 41720232790790034087445997846765874133939168406, 64556195874085392184378573357957796316063114390, 87392158957380750281311148869149718498187060374]
Bit 155 [41720232790790034087445997846765874133939168406, 64556195874085392184378573357957796316063114390, 95955645113616509567660864685846689316483540118, 155900048207266824572108875402725485044558898326]
Bit 156 [64556195874085392184378573357957796316063114390, 95955645113616509567660864685846689316483540118, 224407937457152898862906601936301251590930736278, 278643349779979374343121468775382066773475107990]
Bit 157 [64556195874085392184378573357957796316063114390, 278643349779979374343121468775382066773475107990, 461331054446342239118582072864917444230466675862, 644018759112705103894042676954452821687458243734]
Bit 158 [278643349779979374343121468775382066773475107990, 461331054446342239118582072864917444230466675862, 795307014539536851286220989716099306144029385878, 1192081873111793698220424489223058954058432947350]
Bit 159 [278643349779979374343121468775382066773475107990, 1192081873111793698220424489223058954058432947350, 1922832691777245157322266905581200463886399218838, 2653583510442696616424109321939341973714365490326]
Bit 160 [1192081873111793698220424489223058954058432947350, 1922832691777245157322266905581200463886399218838, 3201646624441785210750491134207948106085340193942, 4845835966439050993729636571013766503198264304790]
Bit 161 [1922832691777245157322266905581200463886399218838, 3201646624441785210750491134207948106085340193942, 7038088422435405371035163820088191032682163119254, 9047653173765396883565230465073080184709070365846]
Bit 162 [3201646624441785210750491134207948106085340193942, 7038088422435405371035163820088191032682163119254, 13614845790424468502951745567311464621133859562646, 18730101521082628716664642481818455189929623463062]
Bit 163 [3201646624441785210750491134207948106085340193942, 18730101521082628716664642481818455189929623463062, 30422114619729852062294121143548719347177083806870, 42114127718377075407923599805278983504424544150678]
Bit 164 [18730101521082628716664642481818455189929623463062, 30422114619729852062294121143548719347177083806870, 49969699019030678593268405781129004735075181569174, 77190167014318745444812035790469775976166925182102]
Bit 165 [18730101521082628716664642481818455189929623463062, 77190167014318745444812035790469775976166925182102, 123958219408907638827329950437390832605156766557334, 170726271803496532209847865084311889234146607932566]
Bit 166 [77190167014318745444812035790469775976166925182102, 123958219408907638827329950437390832605156766557334, 205802311099438202246736301069502681705888988963990, 311030428987263212357401609025075059121116132058262]
Bit 167 [77190167014318745444812035790469775976166925182102, 311030428987263212357401609025075059121116132058262, 498102638565618785887473267612759285637075497559190, 685174848143974359417544926200443512153034863060118]
Bit 168 [77190167014318745444812035790469775976166925182102, 685174848143974359417544926200443512153034863060118, 1059319267300685506477688243375811965184953594061974, 1433463686457396653537831560551180418216872325063830]
Bit 169 [685174848143974359417544926200443512153034863060118, 1059319267300685506477688243375811965184953594061974, 1573767843641163333685385304491943588103841849189526, 2555896943927530094718261512077285777312628518069398]
Bit 170 [685174848143974359417544926200443512153034863060118, 2555896943927530094718261512077285777312628518069398, 4052474620554374682958834780778759589440303442076822, 5549052297181219271199408049480233401567978366084246]
Bit 171 [685174848143974359417544926200443512153034863060118, 5549052297181219271199408049480233401567978366084246, 8542207650434908447680554586883181025823328214099094, 11535363003688597624161701124286128650078678062113942]
Bit 172 [5549052297181219271199408049480233401567978366084246, 8542207650434908447680554586883181025823328214099094, 12657796261158731065342131075812234009174434255119510, 20514829063449665153605140736494971522844727606158486]
Bit 173 [5549052297181219271199408049480233401567978366084246, 20514829063449665153605140736494971522844727606158486, 32487450476464421859529726886106762019866126998217878, 44460071889479178565454313035718552516887526390277270]
Bit 174 [20514829063449665153605140736494971522844727606158486, 32487450476464421859529726886106762019866126998217878, 53439537949240246094897752647927395389653575934321814, 80377936128523448683228071484553924007951724566455446]
Bit 175 [20514829063449665153605140736494971522844727606158486, 80377936128523448683228071484553924007951724566455446, 128268421780582475506926416083001085996037322134693014, 176158907432641502330624760681448247984122919702930582]
Bit 176 [80377936128523448683228071484553924007951724566455446, 128268421780582475506926416083001085996037322134693014, 212076771671685772448398519130283619475187117879108758, 319830364388818582801719794476789733948379712407643286]
Bit 177 [80377936128523448683228071484553924007951724566455446, 319830364388818582801719794476789733948379712407643286, 511392306997054690096513172870578381900722102680593558, 702954249605290797391306551264367029853064492953543830]
Bit 178 [319830364388818582801719794476789733948379712407643286, 511392306997054690096513172870578381900722102680593558, 846625706561467877862401585059708515817321285658256534, 1277640077429999119275686686445732973710091663772394646]
Bit 179 [511392306997054690096513172870578381900722102680593558, 846625706561467877862401585059708515817321285658256534, 1852325905254707441160066821627098917567118834591245462, 2379121247427356736220748612210017699436060407841858710]
Bit 180 [511392306997054690096513172870578381900722102680593558, 2379121247427356736220748612210017699436060407841858710, 3911616788293245594579095639360326883054799530025460886, 5444112329159134452937442666510636066673538652209063062]
Bit 181 [511392306997054690096513172870578381900722102680593558, 5444112329159134452937442666510636066673538652209063062, 8509103410890912169654136720811254433911016896576267414, 11574094492622689886370830775111872801148495140943471766]
Bit 182 [5444112329159134452937442666510636066673538652209063062, 8509103410890912169654136720811254433911016896576267414, 12771356633924165556963289390073051850850635080149410966, 20769067737818023036520912938013727902860929874045084822]
Bit 183 [5444112329159134452937442666510636066673538652209063062, 20769067737818023036520912938013727902860929874045084822, 33029032064745133903387689155216201371810842851513902230, 45288996391672244770254465372418674840760755828982719638]
Bit 184 [5444112329159134452937442666510636066673538652209063062, 45288996391672244770254465372418674840760755828982719638, 69808925045526466503988017806823621778660581783920354454, 94328853699380688237721570241228568716560407738857989270]
Bit 185 [45288996391672244770254465372418674840760755828982719638, 69808925045526466503988017806823621778660581783920354454, 103523826944576021387871652404130423818272842471959602326, 167888639660943353438922227544443409530259885603670893718]
Bit 186 [69808925045526466503988017806823621778660581783920354454, 103523826944576021387871652404130423818272842471959602326, 241448425622506018640122884847658250343959363468483798166, 299683256175409795257740071879369999321471450111460680854]
Bit 187 [103523826944576021387871652404130423818272842471959602326, 241448425622506018640122884847658250343959363468483798166, 462127783507194014243724856757302772785057797062922511510, 633767284084173566379859723798137401350356578747485955222]
Bit 188 [241448425622506018640122884847658250343959363468483798166, 462127783507194014243724856757302772785057797062922511510, 888161543867911116867345330305088725831067273029963916438, 1246765500430529109723198534658261074797852227620926825622]
Bit 189 [241448425622506018640122884847658250343959363468483798166, 1246765500430529109723198534658261074797852227620926825622, 2031403217353864205202672212559219376810646658178931139734, 2816040934277199300682145890460177678823441088736935453846]
Bit 190 [241448425622506018640122884847658250343959363468483798166, 2816040934277199300682145890460177678823441088736935453846, 4385316368123869491641093246262094282849029949852944082070, 5954591801970539682600040602064010886874618810968952710294]
Bit 191 [241448425622506018640122884847658250343959363468483798166, 5954591801970539682600040602064010886874618810968952710294, 9093142669663880064517935313667844094925796533200969966742, 12231693537357220446435830025271677302976974255432987223190]
Bit 192 [5954591801970539682600040602064010886874618810968952710294, 9093142669663880064517935313667844094925796533200969966742, 12795651896395867546311701731262991082548670252396552823958, 21647346140437241592189514160083176927130507422129038992534]
Bit 193 [5954591801970539682600040602064010886874618810968952710294, 21647346140437241592189514160083176927130507422129038992534, 34201549611210603119861093006498509759335218311057108018326, 46755753081983964647532671852913842591539929199985177044118]
Bit 194 [5954591801970539682600040602064010886874618810968952710294, 46755753081983964647532671852913842591539929199985177044118, 71864160023530687702875829545744508255949350977841315095702, 96972566965077410758218987238575173920358772755697453147286]
Bit 195 [46755753081983964647532671852913842591539929199985177044118, 71864160023530687702875829545744508255949350977841315095702, 106388219568157431903972671373386673544512305922393504916630, 172297787789717579924248460317067170913587038089265867302038]
Bit 196 [71864160023530687702875829545744508255949350977841315095702, 106388219568157431903972671373386673544512305922393504916630, 247623008614357749090277933395559167906815303422834281456790, 307255475100531216346717932916031998859787680145242609329302]
Bit 197 [71864160023530687702875829545744508255949350977841315095702, 307255475100531216346717932916031998859787680145242609329302, 508122730632905000789463194458677324175063054368091713741974, 708989986165278785232208456001322649490338428590940818154646]
Bit 198 [71864160023530687702875829545744508255949350977841315095702, 708989986165278785232208456001322649490338428590940818154646, 1110724497230026354117698979086613300120889177036639026979990, 1512459008294773923003189502171903950751439925482337235805334]
Bit 199 [71864160023530687702875829545744508255949350977841315095702, 1512459008294773923003189502171903950751439925482337235805334, 2315928030424269060774170548342485252012541422373733653456022, 3119397052553764198545151594513066553273642919265130071106710]
Bit 200 [71864160023530687702875829545744508255949350977841315095702, 3119397052553764198545151594513066553273642919265130071106710, 4726335096812754474087113686854229155795845913047922906408086, 6333273141071744749629075779195391758318048906830715741709462]
Bit 201 [3119397052553764198545151594513066553273642919265130071106710, 4726335096812754474087113686854229155795845913047922906408086, 6499616337059491789870724198910394918344761326109012656301206, 11154087273848715576254962056218879565884657888179094247613590]
Bit 202 [3119397052553764198545151594513066553273642919265130071106710, 11154087273848715576254962056218879565884657888179094247613590, 17581839450884676678422810425583529975973469863310265588819094, 24009591627920637780590658794948180386062281838441436930024598]
Bit 203 [11154087273848715576254962056218879565884657888179094247613590, 17581839450884676678422810425583529975973469863310265588819094, 28830405760697608607216545071971668193628890819789815435928726, 43292848159028521087094203903042131616328717763834950953641110]
Bit 204 [11154087273848715576254962056218879565884657888179094247613590, 43292848159028521087094203903042131616328717763834950953641110, 69003856867172365495765597380500733256683965664359636318463126, 94714865575316209904436990857959334897039213564884321683285142]
Bit 205 [43292848159028521087094203903042131616328717763834950953641110, 69003856867172365495765597380500733256683965664359636318463126, 113998122106424093210940535966053286127305649490277835706901654, 171847891699747743130451171290335139818104957266458377777751190]
Bit 206 [69003856867172365495765597380500733256683965664359636318463126, 113998122106424093210940535966053286127305649490277835706901654, 248980917824179276356465351722710944739170700968032433872217238, 319686191771574848480311683785722099250147632694475318625477782]
Bit 207 [69003856867172365495765597380500733256683965664359636318463126, 319686191771574848480311683785722099250147632694475318625477782, 525374261436725603749682831605390912372989615898672801544053910, 731062331101876359019053979425059725495831599102870284462630038]
Bit 208 [319686191771574848480311683785722099250147632694475318625477782, 525374261436725603749682831605390912372989615898672801544053910, 891756135527775386573250188659175985748051898481149567992767638, 1348126540097328624827167422884066164864357548715462733218358422]
Bit 209 [525374261436725603749682831605390912372989615898672801544053910, 891756135527775386573250188659175985748051898481149567992767638, 1965190749092780890635280866343072604232883498328055181974086806, 2537260692848981428728219371216526490730787764114729431341376662]
Bit 210 [891756135527775386573250188659175985748051898481149567992767638, 1965190749092780890635280866343072604232883498328055181974086806, 3816383376079137688059621196720091922338461347165832528241271958, 5256199863735192974945219231457773614198355229595214908671304854]
Bit 211 [891756135527775386573250188659175985748051898481149567992767638, 5256199863735192974945219231457773614198355229595214908671304854, 8547208978377605059255157596572474624163826960862374635368522902, 11838218093020017143565095961687175634129298692129534362065740950]
Bit 212 [891756135527775386573250188659175985748051898481149567992767638, 11838218093020017143565095961687175634129298692129534362065740950, 18420236322304841312184972691916577654060242154663853815460177046, 25002254551589665480804849422145979673991185617198173268854613142]
Bit 213 [11838218093020017143565095961687175634129298692129534362065740950, 18420236322304841312184972691916577654060242154663853815460177046, 27219829052667072061052757109576784065471825748618427381570512022, 44748309239444137986664479612834185733784016004801131629037921430]
Bit 214 [11838218093020017143565095961687175634129298692129534362065740950, 44748309239444137986664479612834185733784016004801131629037921430, 71076382156583434661143986533751793813507789854938409442615665814, 97404455073722731335623493454669401893231563705075687256193410198]
Bit 215 [11838218093020017143565095961687175634129298692129534362065740950, 97404455073722731335623493454669401893231563705075687256193410198, 150060600908001324684582507296504618052679111405350242883348898966, 202716746742279918033541521138339834212126659105624798510504387734]
Bit 216 [97404455073722731335623493454669401893231563705075687256193410198, 150060600908001324684582507296504618052679111405350242883348898966, 222462801430134390539401151329028040271919489493227756870687696022, 360685184245115698080418562663845482690469302206448465391970854038]
Bit 217 [150060600908001324684582507296504618052679111405350242883348898966, 222462801430134390539401151329028040271919489493227756870687696022, 518653621747951478127295604189351131168811945307272132273437320342, 643711968104363137331073262063709769547499871095424201887931606166]
Bit 218 [222462801430134390539401151329028040271919489493227756870687696022, 518653621747951478127295604189351131168811945307272132273437320342, 992558934256458818267926728765868076603839874609743132917836719254, 1361151955096408971710639825658714589719972708511665022307925140630]
Bit 219 [518653621747951478127295604189351131168811945307272132273437320342, 992558934256458818267926728765868076603839874609743132917836719254, 1907459468127049377706089594267754957374241015902013536939663336598, 2677555600953373805434615171704594993706161401018528912986812359830]
Bit 220 [518653621747951478127295604189351131168811945307272132273437320342, 2677555600953373805434615171704594993706161401018528912986812359830, 4362552267650288792601303614643321910808482927427314693055788000406, 6047548934347203779767992057582048827910804453836100473124763640982]
Bit 221 [2677555600953373805434615171704594993706161401018528912986812359830, 4362552267650288792601303614643321910808482927427314693055788000406, 7258640288535611426794049375944258799578098050942415252549339882646, 11102538934437948741268057386398229579217769033062457813331690562710]
