Bit 1 [1, 2, 4, 6]
Bit 190 [241448425622506018640122884847658250343959363455754960896, 2816040934277199300682145890460177678823441088724206616576, 4385316368123869491641093246262094282849029949840215244800, 5954591801970539682600040602064010886874618810956223873024]
Bit 191 [241448425622506018640122884847658250343959363455754960896, 5954591801970539682600040602064010886874618810956223873024, 9093142669663880064517935313667844094925796533188241129472, 12231693537357220446435830025271677302976974255420258385920]
Bit 192 [5954591801970539682600040602064010886874618810956223873024, 9093142669663880064517935313667844094925796533188241129472, 12795651896395867546311701731262991082548670252383823986688, 21647346140437241592189514160083176927130507422116310155264]
Bit 193 [5954591801970539682600040602064010886874618810956223873024, 21647346140437241592189514160083176927130507422116310155264, 34201549611210603119861093006498509759335218311044379181056, 46755753081983964647532671852913842591539929199972448206848]
Bit 194 [5954591801970539682600040602064010886874618810956223873024, 46755753081983964647532671852913842591539929199972448206848, 71864160023530687702875829545744508255949350977828586258432, 96972566965077410758218987238575173920358772755684724310016]
Bit 195 [46755753081983964647532671852913842591539929199972448206848, 71864160023530687702875829545744508255949350977828586258432, 106388219568157431903972671373386673544512305922380776079360, 172297787789717579924248460317067170913587038089253138464768]
Bit 196 [71864160023530687702875829545744508255949350977828586258432, 106388219568157431903972671373386673544512305922380776079360, 247623008614357749090277933395559167906815303422821552619520, 307255475100531216346717932916031998859787680145229880492032]
Bit 197 [71864160023530687702875829545744508255949350977828586258432, 307255475100531216346717932916031998859787680145229880492032, 508122730632905000789463194458677324175063054368078984904704, 708989986165278785232208456001322649490338428590928089317376]
Bit 198 [71864160023530687702875829545744508255949350977828586258432, 708989986165278785232208456001322649490338428590928089317376, 1110724497230026354117698979086613300120889177036626298142720, 1512459008294773923003189502171903950751439925482324506968064]
Bit 199 [71864160023530687702875829545744508255949350977828586258432, 1512459008294773923003189502171903950751439925482324506968064, 2315928030424269060774170548342485252012541422373720924618752, 3119397052553764198545151594513066553273642919265117342269440]
Bit 200 [71864160023530687702875829545744508255949350977828586258432, 3119397052553764198545151594513066553273642919265117342269440, 4726335096812754474087113686854229155795845913047910177570816, 6333273141071744749629075779195391758318048906830703012872192]
